0.335,-2.2171,0.52101,134.23
0.336,0.79843,0.58208,134.23
0.337,4.6963,0.65387,134.29
0.338,-0.54387,0.5634,134.25
0.339,-1.7125,0.52301,134.28
0.34,5.8296,0.73255,134.33
0.341,-2.6518,0.63239,134.25
0.342,-1.9618,0.6623,134.31
0.343,0.49851,0.43621,134.19
0.344,2.6785,0.49918,134.37
0.345,-1.6974,0.55106,134.36
0.346,-3.8481,0.3304,134.41
0.347,-0.20084,0.052315,134.54
0.348,-0.58893,0.089057,134.42
0.349,2.1956,0.10114,134.65
0.35,-3.5231,0.018447,134.62
0.351,4.3455,0.1219,134.58
0.352,-3.3587,0.082868,134.58
0.353,3.2317,-0.005164,134.69
0.354,0.81545,-0.019428,134.8
0.355,-2.6269,-0.16693,134.71
0.356,0.37821,-0.20143,134.73
0.357,-3.5274,-0.26342,134.76
0.358,-0.72117,-0.2262,134.56
0.359,4.2786,-0.12308,134.57
0.36,-1.5646,-0.14332,134.59
0.361,1.0592,-0.16439,134.66
0.362,1.2995,-0.31295,134.64
0.363,0.33865,-0.34859,134.54
0.364,7.5822,-0.25761,134.63
0.365,1.6662,-0.13547,134.67
0.366,-0.91631,-0.051737,134.73
0.367,-4.9227,-0.23191,134.73
0.368,-0.79028,-0.24516,134.67
0.369,6.1556,-0.077239,134.79
0.37,3.9748,-0.12565,134.61
0.371,-4.1066,-0.07378,134.62
0.372,-0.67087,-0.065704,134.53
0.373,5.0395,-0.13686,134.48
0.374,-1.5938,0.072088,134.42
0.375,-4.8541,0.14233,134.5
0.376,1.521,0.056926,134.39
0.377,2.1102,0.18816,134.36
0.378,4.1526,0.11042,134.32
0.379,2.9174,0.13328,134.37
0.38,-2.3662,0.025858,134.46
0.381,4.3879,0.12553,134.55
0.382,-1.2096,0.1609,134.63
0.383,2.1793,-0.00083593,134.58
0.384,3.3469,-0.048884,134.59
0.385,-2.5223,0.10846,134.59
0.386,-5.8156,0.028549,134.78
0.387,-0.247,0.03665,134.74
0.388,4.8547,-0.1529,134.6
0.389,-1.3124,-0.32227,134.75
0.39,-3.2561,-0.33692,134.7
0.391,0.9539,-0.25428,134.66
0.392,-0.24748,-0.14888,134.69
0.393,-3.1047,-0.017119,134.57
0.394,1.838,-0.036305,134.39
0.395,-1.8972,-0.085979,134.35
0.396,0.074949,0.12588,134.29
0.397,0.22553,0.079154,134.31
0.398,-0.93809,0.15813,134.19
0.399,2.9474,-0.017831,134.22
0.4,1.6617,0.03791,134.14
0.401,1.5381,0.00017976,134.12
0.402,-1.5559,-0.14452,134.03
0.403,-0.58707,-0.087082,134.01
0.404,0.90646,-0.10679,134.19
0.405,-6.9353,-0.18213,134.23
0.406,1.8224,-0.066649,134.01
0.407,-4.3598,-0.2072,133.98
0.408,-1.5541,-0.14767,133.91
0.409,2.746,0.061438,133.81
0.41,4.0295,0.013247,133.77
0.411,3.7442,0.094175,133.81
0.412,1.315,0.061628,133.8
0.413,-5.4514,0.11305,133.89
0.414,-4.8472,0.043939,133.77
0.415,-3.2063,0.13406,133.72
0.416,-3.7265,0.14191,133.55
0.417,4.9635,0.20815,133.38
0.418,-2.1769,0.11528,133.38
0.419,4.0112,0.14254,133.43
0.42,-0.263,0.30473,133.39
0.421,3.2063,0.36188,133.56
0.422,-3.3389,0.21959,133.49
0.423,-1.3259,0.15864,133.57
0.424,1.3677,0.35199,133.62
0.425,1.7471,0.58078,133.59
0.426,1.2395,0.64896,133.54
0.427,6.5152,0.51238,133.66
0.428,6.5012,0.55138,133.45
0.429,-2.2858,0.43854,133.33
0.43,10.08,0.43873,133.2
0.431,2.5437,0.37842,133.3
0.432,5.6447,0.32592,133.21
0.433,-0.44799,0.43748,133.11
0.434,3.5526,0.46319,133.18
0.435,1.5372,0.59569,133.29
0.436,7.3668,0.78344,133.22
0.437,0.16306,0.86279,133.38
0.438,2.292,0.78488,133.45
0.439,2.9859,0.83484,133.49
0.44,-3.4412,0.88117,133.43
0.441,2.4903,0.92325,133.46
0.442,1.399,0.767,133.42
0.443,1.3196,0.90505,133.31
0.444,-1.6365,0.92691,133.36
0.445,1.059,0.84177,133.32
0.446,-4.1611,0.89367,133.55
0.447,0.66419,0.98293,133.67
0.448,-0.19588,0.86748,133.66
0.449,3.1773,0.91221,133.7
0.45,0.57806,0.88656,133.77
0.451,3.3641,1.0463,133.72
0.452,1.4683,1.245,133.69
0.453,4.3018,1.2849,133.72
0.454,0.58967,1.2735,133.88
0.455,-0.085905,1.0531,133.99
0.456,-5.1149,1.0188,134.07
0.457,-6.2698,0.94219,134.15
0.458,-0.7439,0.79084,134.09
0.459,0.4306,0.82955,133.97
0.46,1.0688,0.86794,134.04
0.461,1.2908,0.89351,134.21
0.462,-0.50555,1.0167,134.41
0.463,-1.4549,0.92179,134.49
0.464,2.0797,0.70269,134.54
0.465,-0.5603,0.67995,134.45
0.466,0.13437,0.74554,134.49
0.467,0.73939,0.64534,134.46
0.468,-2.509,0.63992,134.41
0.469,0.71941,0.61134,134.44
0.47,-0.025828,0.51721,134.28
0.471,2.2177,0.58373,134.47
0.472,0.92637,0.58475,134.53
0.473,-3.1616,0.46826,134.48
0.474,3.0857,0.42762,134.51
0.475,1.3954,0.36189,134.42
0.476,-4.875,0.20122,134.33
0.477,-2.9855,0.20405,134.36
0.478,0.91155,0.17581,134.43
0.479,-0.39774,0.14174,134.44
0.48,2.4627,0.0087966,134.5
0.481,1.2847,0.035028,134.53
0.482,1.3332,0.067049,134.49
0.483,-5.2322,0.11443,134.63
0.484,3.5323,-0.049953,134.69
0.485,-1.8326,-0.022689,134.57
0.486,2.316,0.078074,134.7
0.487,-6.226,-0.08125,134.74
0.488,2.3355,-0.063285,134.73
0.489,-1.0322,-0.081197,134.62
0.49,0.88083,-0.092834,134.47
0.491,1.3649,-0.17297,134.58
0.492,-5.5341,-0.21493,134.47
0.493,0.73374,-0.10985,134.59
0.494,0.0049098,-0.16518,134.64
0.495,-0.77531,-0.13289,134.81
0.496,-2.4094,-0.12569,134.69
0.497,-5.8573,-0.022525,134.63
0.498,1.6691,0.030511,134.69
0.499,1.2359,0.10427,134.62
0.5,-2.6999,0.068585,134.26
0.501,6.2445,0.10302,133.84
0.502,1.57,0.11585,133.48
0.503,1.3952,0.10564,133.19
0.504,-2.2961,0.26171,132.72
0.505,2.3309,0.38088,132.39
0.506,0.20904,0.55154,132
0.507,2.3121,0.52642,131.61
0.508,2.2749,0.75023,131.15
0.509,0.51162,0.93041,130.87
0.51,-1.5708,0.92987,130.44
0.511,-1.0311,1.0548,129.89
0.512,4.2358,1.1394,129.58
0.513,-0.49779,1.3442,129.13
0.514,-4.4992,1.3329,128.89
0.515,1.7551,1.5876,128.39
0.516,6.1642,1.7428,128.1
0.517,-2.6248,1.8995,127.86
0.518,3.6702,1.9482,127.56
0.519,4.6017,2.1574,127.03
0.52,1.9444,2.4845,126.68
0.521,5.8591,2.5813,126.31
0.522,4.5857,2.8018,125.95
0.523,-0.99927,2.9396,125.56
0.524,5.7714,3.004,125.18
0.525,0.54032,3.199,124.93
0.526,4.854,3.4245,124.51
0.527,1.0123,3.7226,124.12
0.528,6.4152,3.6742,123.65
0.529,4.26,4.1406,123.36
0.53,7.7866,4.4441,122.87
0.531,4.7282,4.7158,122.47
0.532,7.9953,4.9773,122.17
0.533,9.8152,5.2423,121.88
0.534,0.7257,5.2651,121.62
0.535,0.17985,5.5476,121.47
0.536,8.4391,5.8081,121.1
0.537,8.0261,6.09,120.7
0.538,4.5666,6.4216,120.32
0.539,9.6347,6.8101,120.01
0.54,11.639,7.1988,119.83
0.541,12.183,7.3774,119.66
0.542,2.3334,7.7137,119.59
0.543,8.7561,7.9973,119.36
0.544,10.281,8.3104,119.12
0.545,10.225,8.411,118.9
0.546,11.754,8.6076,118.62
0.547,5.2103,8.9591,118.43
0.548,1.128,9.1421,118.2
0.549,11.527,9.2933,118.04
0.55,11.86,9.269,117.8
0.551,6.1192,9.3958,117.65
0.552,12.253,9.6797,117.58
0.553,7.8147,9.8372,117.36
0.554,10.229,9.9688,117.22
0.555,11.998,10.158,117.1
0.556,10.557,10.349,117
0.557,16.309,10.381,116.8
0.558,11.136,10.526,116.48
0.559,14.458,10.654,116.38
0.56,9.75,10.816,116.28
0.561,9.4912,10.93,115.95
0.562,9.1799,11.244,115.8
0.563,14.1,11.344,115.57
0.564,12.034,11.51,115.42
0.565,15.977,11.661,115.08
0.566,10.255,11.67,114.65
0.567,11.097,11.929,114.48
0.568,13.348,12.092,114.35
0.569,9.3508,12.345,114.12
0.57,10.38,12.597,113.93
0.571,11.443,12.645,113.68
0.572,17.695,12.873,113.42
0.573,13.522,13.192,113.4
0.574,13.369,13.3,113.36
0.575,7.857,13.474,113.33
0.576,8.2856,13.727,113.15
0.577,11.063,13.83,112.93
0.578,11.511,13.867,112.87
0.579,9.6069,13.944,112.76
0.58,12.939,14.167,112.37
0.581,15.532,14.245,112.32
0.582,20.308,14.441,112.16
0.583,12.327,14.524,112.04
0.584,10.258,14.783,111.84
0.585,14.033,14.877,111.94
0.586,15.63,14.917,111.83
0.587,10.13,15.005,111.78
0.588,15.231,14.976,111.32
0.589,15.645,15.257,111.25
0.59,13.543,15.464,111.11
0.591,18.96,15.608,111.1
0.592,9.6541,15.605,110.98
0.593,17.051,15.699,110.82
0.594,20.088,15.86,110.83
0.595,16.228,16.114,110.54
0.596,14.17,16.089,110.54
0.597,13.234,16.129,110.4
0.598,18.602,16.201,110.43
0.599,6.4748,16.314,110.33
0.6,17.653,16.352,110.29
0.601,16.178,16.482,110.11
0.602,20.914,16.509,110.16
0.603,18.72,16.695,110.07
0.604,19.139,16.695,110.15
0.605,16.518,16.742,110.14
0.606,17.661,16.886,110.01
0.607,14.729,16.898,109.81
0.608,13.551,16.938,109.82
0.609,20.427,17.086,109.67
0.61,13.374,17.179,109.6
0.611,21.165,17.146,109.52
0.612,20.055,17.238,109.36
0.613,15.56,17.316,109.39
0.614,14.802,17.418,109.19
0.615,21.359,17.572,109.19
0.616,20.006,17.698,109.16
0.617,22.851,17.848,109.23
0.618,13.783,17.981,109.17
0.619,16.185,17.967,109.05
0.62,20.286,18.172,108.91
0.621,17.812,18.075,108.85
0.622,17.027,18.08,108.91
0.623,14.506,18.262,108.8
0.624,22.606,18.374,108.96
0.625,23.845,18.52,108.99
0.626,19.139,18.685,108.93
0.627,21.123,18.617,108.89
0.628,22.645,18.685,108.76
0.629,19.815,18.814,108.85
0.63,20.669,18.927,108.87
0.631,14.612,18.93,108.82
0.632,16.619,18.928,108.73
0.633,14.574,18.907,108.75
0.634,13.469,18.941,108.7
0.635,17.324,18.712,108.76
0.636,17.061,18.805,108.76
0.637,19.413,18.908,108.82
0.638,21.359,19.019,108.84
0.639,13.399,18.908,108.93
0.64,17.412,18.867,108.96
0.641,16.918,18.921,109
0.642,19.14,19.003,109
0.643,15.885,19.094,108.96
0.644,16.648,19.149,109.02
0.645,16.556,19.284,108.89
0.646,15.124,19.324,108.66
0.647,23.668,19.28,108.76
0.648,20.391,19.189,108.68
0.649,20.353,19.287,108.92
0.65,16.226,19.352,108.87
0.651,16.804,19.349,108.88
0.652,20.723,19.449,109.01
0.653,15.312,19.559,108.94
0.654,18.303,19.397,108.97
0.655,21.129,19.418,109.07
0.656,17.788,19.449,108.89
0.657,20,19.403,109.03
0.658,20.785,19.219,109.18
0.659,23.026,19.197,109.12
0.66,18.519,19.094,109.32
0.661,17.986,18.976,109.17
0.662,16.722,18.973,109.11
0.663,19.899,19.025,109.01
0.664,14.065,18.995,109.06
0.665,16.396,19.087,108.93
0.666,17.853,19.185,109.09
0.667,14.097,19.19,108.95
0.668,19.187,19.297,109.01
0.669,17.464,19.225,108.87
0.67,21.167,19.366,108.83
0.671,13.948,19.359,108.68
0.672,28.459,19.455,108.69
0.673,19.89,19.425,108.75
0.674,16.163,19.345,108.65
0.675,16.375,19.439,108.59
0.676,19.054,19.413,108.51
0.677,19.414,19.222,108.38
0.678,25.003,19.158,108.29
0.679,15.499,19.306,108.26
0.68,18.812,19.226,108.46
0.681,22.836,19.261,108.45
0.682,13.537,19.192,108.36
0.683,18.777,19.055,108.37
0.684,20.599,19.155,108.3
0.685,18.977,19.25,108.48
0.686,19.474,19.239,108.47
0.687,23.147,19.23,108.64
0.688,23.112,19.179,108.71
0.689,17.994,19.086,108.59
0.69,18.793,19.121,108.58
0.691,16.37,19.151,108.47
0.692,17.884,19.199,108.43
0.693,20.243,19.04,108.43
0.694,18.84,18.922,108.39
0.695,17.008,19.033,108.3
0.696,19.184,18.98,108.1
0.697,16.033,19.051,108
0.698,22.343,18.973,107.96
0.699,22.021,18.737,107.71
0.7,22.463,18.737,107.68
0.701,21.041,18.962,107.66
0.702,17.873,19.042,107.68
0.703,20.924,18.946,107.72
0.704,14.366,18.965,107.64
0.705,17.78,18.972,107.56
0.706,17.927,19.201,107.58
0.707,22.962,19.281,107.59
0.708,19.93,19.412,107.68
0.709,19.763,19.482,107.77
0.71,16.372,19.35,107.78
0.711,17.187,19.375,107.71
0.712,19.521,19.522,107.66
0.713,23.249,19.556,107.51
0.714,20.431,19.573,107.58
0.715,14.277,19.713,107.5
0.716,15.843,19.684,107.43
0.717,22.431,19.826,107.52
0.718,24.585,19.66,107.34
0.719,18.617,19.701,107.39
0.72,18.717,19.558,107.37
0.721,18.651,19.864,107.25
0.722,22.027,19.792,107.45
0.723,15.615,19.691,107.47
0.724,20.753,19.684,107.77
0.725,17.46,19.589,107.79
0.726,19.872,19.504,107.69
0.727,15.519,19.608,107.67
0.728,17.479,19.554,107.84
0.729,15.325,19.525,107.95
0.73,17.318,19.609,107.9
0.731,20.761,19.717,107.91
0.732,17.05,19.755,107.92
0.733,17.921,19.64,107.97
0.734,21.019,19.814,107.93
0.735,21.126,19.999,107.93
0.736,20.775,19.966,108.08
0.737,14.965,20.064,108.04
0.738,22.427,20.039,108.16
0.739,17.045,19.99,108.16
0.74,21.087,20.037,108.08
0.741,24.896,19.901,108.09
0.742,19.038,19.898,108.13
0.743,24.471,19.755,108.26
0.744,20.808,19.776,108.29
0.745,21.922,19.621,108.3
0.746,16.739,19.49,108.4
0.747,18.438,19.476,108.31
0.748,20.924,19.573,108.2
0.749,18.228,19.553,108.22
0.75,19.872,19.675,108.36
0.751,23.817,19.469,108.36
0.752,19.164,19.483,108.31
0.753,17.714,19.183,108.28
0.754,14.783,19.164,108.26
0.755,16.833,19.027,108.3
0.756,17.999,19.007,108.35
0.757,18.134,19.104,108.35
0.758,21.075,19.114,108.24
0.759,20.423,19.241,108.29
0.76,17.566,19.187,108.11
0.761,17.97,19.339,108.15
0.762,16.398,19.258,108.04
0.763,16.694,19.258,107.98
0.764,19.847,19.176,107.96
0.765,13.985,19.193,107.76
0.766,15.732,19.277,107.71
0.767,21.542,19.556,107.8
0.768,26.21,19.573,107.78
0.769,21.158,19.499,107.85
0.77,25.283,19.58,107.83
0.771,20.706,19.705,107.67
0.772,20.375,19.779,107.65
0.773,25.298,19.921,107.67
0.774,19,19.834,107.62
0.775,22.859,19.891,107.66
0.776,22.169,19.956,107.69
0.777,14.927,20.09,107.77
0.778,25.953,19.991,107.58
0.779,14.345,19.96,107.57
0.78,16.482,19.887,107.66
0.781,16.145,20.067,107.51
0.782,12.294,20.111,107.36
0.783,18.572,20.166,107.24
0.784,20.609,20.125,107.37
0.785,13.642,20.134,107.39
0.786,18.879,20.075,107.4
0.787,12.024,20.011,107.41
0.788,14.19,19.81,107.39
0.789,18.682,19.77,107.34
0.79,22.363,19.824,107.34
0.791,22.418,19.832,107.44
0.792,19.559,19.871,107.63
0.793,24.096,19.928,107.64
0.794,18.814,19.802,107.55
0.795,18.245,19.804,107.53
0.796,14.605,19.734,107.37
0.797,20.81,19.839,107.16
0.798,16.484,19.877,107.2
0.799,22.531,19.927,107.2
0.8,23.274,19.89,107.38
0.801,16.932,19.926,107.38
0.802,22.696,20.002,107.44
0.803,18.085,20.008,107.53
0.804,24.533,19.856,107.43
0.805,19.158,19.938,107.3
0.806,24.967,19.99,107.27
0.807,18.235,20.001,107.24
0.808,13.511,19.975,107.23
0.809,25.28,20.08,107.21
0.81,21.984,20.207,107.09
